gene,gene name,ensembl ID,entrez ID,chromosome,genetic category,gene score,ASD risk group,number of reports,hgnc_symbol
TBL1XR1,transducin beta like 1 X-linked receptor 1,ENSG00000177565,79718,3,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,33,TBL1XR1
TBR1,"T-box, brain, 1",ENSG00000136535,10716,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,ASD core,42,TBR1
TBX1,T-box 1,ENSG00000184058,6899,22,"Rare Single Gene Mutation, Syndromic, Functional",S,ASD associated,7,TBX1
TBX22,T-box transcription factor 22,ENSG00000122145,50945,X,Rare Single Gene Mutation,3,ASD associated,2,TBX22
TCEAL1,transcription elongation factor A like 1,ENSG00000172465,9338,X,"Rare Single Gene Mutation, Syndromic",3,ASD associated,2,TCEAL1
TCF20,Transcription factor 20 (AR1),ENSG00000100207,6942,22,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,24,TCF20
TCF4,Transcription factor 4,ENSG00000196628,6925,18,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,ASD core,68,TCF4
TCF7L2,"Transcription factor 7-like 2 (T-cell specific, HMG-box)",ENSG00000148737,6934,10,"Rare Single Gene Mutation, Syndromic",1,ASD core,12,TCF7L2
TECTA,tectorin alpha,ENSG00000109927,7007,11,Rare Single Gene Mutation,2,ASD core,9,TECTA
TEK,TEKreceptortyrosine kinase,ENSG00000120156,7010,9,Rare Single Gene Mutation,1,ASD core,3,TEK
TERB2,telomere repeat binding bouquet formation protein 2,ENSG00000167014,145645,15,Rare Single Gene Mutation,2,ASD core,1,TERB2
TERF2,Telomeric repeat binding factor 2,ENSG00000132604,7014,16,Rare Single Gene Mutation,2,ASD core,7,TERF2
TET2,Tet methylcytosine dioxygenase 2,ENSG00000168769,54790,4,"Rare Single Gene Mutation, Functional",2,ASD core,7,TET2
TET3,tet methylcytosine dioxygenase 3,ENSG00000187605,200424,2,"Rare Single Gene Mutation, Syndromic",S,ASD associated,6,TET3
TFB2M,"transcription factor B2, mitochondrial",ENSG00000162851,64216,1,Rare Single Gene Mutation,3,ASD associated,1,TFB2M
TFE3,transcription factor binding to IGHM enhancer 3,ENSG00000068323,7030,X,"Rare Single Gene Mutation, Syndromic",S,ASD associated,5,TFE3
TGM1,transglutaminase 1,ENSG00000092295,7051,14,Rare Single Gene Mutation,3,ASD associated,3,TGM1
THBS1,Thrombospondin 1,ENSG00000137801,7057,15,"Rare Single Gene Mutation, Genetic Association",2,ASD core,5,THBS1
THRA,thyroid hormone receptor alpha,ENSG00000126351,7067,17,"Rare Single Gene Mutation, Functional",2,ASD core,5,THRA
TLE3,"TLE family member 3, transcriptional corepressor",ENSG00000140332,7090,15,Rare Single Gene Mutation,1,ASD core,5,TLE3
TLK2,tousled-like kinase 2,ENSG00000146872,11011,17,"Rare Single Gene Mutation, Syndromic",1,ASD core,21,TLK2
TM4SF19,transmembrane 4 L six family member 19,ENSG00000145107,116211,3,Rare Single Gene Mutation,2,ASD core,4,TM4SF19
TM4SF20,Transmembrane 4 L six family member 20,ENSG00000168955,79853,2,"Rare Single Gene Mutation, Syndromic",S,ASD associated,4,TM4SF20
TM9SF4,transmembrane 9 superfamily member 4,ENSG00000101337,9777,20,Rare Single Gene Mutation,1,ASD core,4,TM9SF4
TMEM134,transmembrane protein 134,ENSG00000172663,80194,11,Rare Single Gene Mutation,3,ASD associated,3,TMEM134
TMEM39B,transmembrane protein 39B,ENSG00000121775,55116,1,Rare Single Gene Mutation,2,ASD core,5,TMEM39B
TMLHE,"trimethyllysine hydroxylase, epsilon",ENSG00000185973,55217,X,"Rare Single Gene Mutation, Genetic Association, Functional",2,ASD core,10,TMLHE
TNPO3,transportin 3,ENSG00000064419,23534,7,Rare Single Gene Mutation,3,ASD associated,8,TNPO3
TNRC6B,Trinucleotide repeat containing 6B,ENSG00000100354,23112,22,"Rare Single Gene Mutation, Syndromic",2,ASD core,17,TNRC6B
TNRC6C,trinucleotide repeat containing adaptor 6C,ENSG00000078687,57690,17,Rare Single Gene Mutation,2,ASD core,6,TNRC6C
TNS2,tensin 2,ENSG00000111077,23371,12,Rare Single Gene Mutation,3,ASD associated,4,TNS2
TOP2B,DNA topoisomerase II beta,ENSG00000077097,7155,3,"Rare Single Gene Mutation, Functional",2,ASD core,6,TOP2B
TOP3B,Topoisomerase (DNA) III beta,ENSG00000100038,8940,22,"Rare Single Gene Mutation, Genetic Association, Functional",2,ASD core,7,TOP3B
TRAF7,TNF receptor associated factor 7,ENSG00000131653,84231,16,"Rare Single Gene Mutation, Syndromic",1,ASD core,10,TRAF7
TRAPPC2L,trafficking protein particle complex 2 like,ENSG00000167515,51693,16,"Rare Single Gene Mutation, Syndromic",3,ASD associated,4,TRAPPC2L
TRAPPC6B,trafficking protein particle complex 6B,ENSG00000182400,122553,14,"Rare Single Gene Mutation, Syndromic",S,ASD associated,8,TRAPPC6B
TRAPPC9,trafficking protein particle complex 9,ENSG00000167632,83696,8,"Rare Single Gene Mutation, Syndromic, Functional",2,ASD core,22,TRAPPC9
TRIM23,tripartite motif containing 23,ENSG00000113595,373,5,Rare Single Gene Mutation,1,ASD core,8,TRIM23
TRIM32,tripartite motif containing 32,ENSG00000119401,22954,9,"Rare Single Gene Mutation, Functional",3,ASD associated,5,TRIM32
TRIM33,Tripartite motif containing 33,ENSG00000197323,51592,1,"Rare Single Gene Mutation, Genetic Association",2,ASD core,2,TRIM33
TRIM8,tripartite motif containing 8,ENSG00000171206,81603,10,"Rare Single Gene Mutation, Syndromic",3,ASD associated,5,TRIM8
TRIO,Trio Rho guanine nucleotide exchange factor,ENSG00000038382,7204,5,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,43,TRIO
TRIP12,Thyroid hormone receptor interactor 12,ENSG00000153827,9320,2,"Rare Single Gene Mutation, Syndromic",1,ASD core,36,TRIP12
TRPC5,transient receptor potential cation channel subfamily C member 5,ENSG00000072315,7224,X,Rare Single Gene Mutation,3,ASD associated,7,TRPC5
TRPC6,"Transient receptor potential cation channel, subfamily C, member 6",ENSG00000137672,7225,11,"Rare Single Gene Mutation, Functional",2,ASD core,6,TRPC6
TRPM1,transient receptor potential cation channel subfamily M member 1,ENSG00000134160,4308,15,Rare Single Gene Mutation,2,ASD core,5,TRPM1
TRPM3,transient receptor potential cation channel subfamily M member 3,ENSG00000083067,80036,9,"Rare Single Gene Mutation, Syndromic",S,ASD associated,14,TRPM3
TRPM6,transient receptor potential cation channel subfamily M member 6,ENSG00000119121,140803,9,Rare Single Gene Mutation,3,ASD associated,6,TRPM6
TRRAP,transformation/transcription domain associated protein,ENSG00000196367,8295,7,"Rare Single Gene Mutation, Syndromic, Functional",2,ASD core,14,TRRAP
TSC1,tuberous sclerosis 1,ENSG00000165699,7248,9,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,33,TSC1
TSC2,tuberous sclerosis 2,ENSG00000103197,7249,16,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,ASD core,50,TSC2
TSHZ1,teashirt zinc finger homeobox 1,ENSG00000179981,10194,18,"Rare Single Gene Mutation, Syndromic",1,ASD core,6,TSHZ1
TSHZ3,teashirt zinc finger homeobox 3,ENSG00000121297,57616,19,"Rare Single Gene Mutation, Functional",1,ASD core,5,TSHZ3
TSPAN17,tetraspanin 17,ENSG00000048140,26262,5,Rare Single Gene Mutation,2,ASD core,4,TSPAN17
TSPAN4,tetraspanin 4,ENSG00000214063,7106,11,Rare Single Gene Mutation,2,ASD core,4,TSPAN4
TSPAN7,tetraspanin 7,ENSG00000156298,7102,X,"Rare Single Gene Mutation, Functional",2,ASD core,9,TSPAN7
TSPOAP1,TSPO associated protein 1,ENSG00000005379,9256,17,Rare Single Gene Mutation,2,ASD core,7,TSPOAP1
TTI2,TELO2 interacting protein 2,ENSG00000129696,80185,8,"Rare Single Gene Mutation, Syndromic",S,ASD associated,3,TTI2
TTN,titin,ENSG00000155657,7273,2,"Rare Single Gene Mutation, Syndromic",2,ASD core,30,TTN
TBL1X,transducin (beta)-like 1X-linked,ENSG00000101849,6907,X,Genetic Association,2,ASD core,1,TBL1X
TDO2,"tryptophan 2,3-dioxygenase",ENSG00000151790,6999,4,Genetic Association,2,ASD core,4,TDO2
TPO,Thyroid peroxidase,ENSG00000115705,7173,2,Genetic Association,2,ASD core,1,TPO
TUBGCP5,"tubulin, gamma complex associated protein 5",ENSG00000275835,114791,15,Rare Single Gene Mutation,2,ASD core,6,TUBGCP5
UBAP2L,ubiquitin associated protein 2 like,ENSG00000143569,9898,1,"Rare Single Gene Mutation, Syndromic",1,ASD core,5,UBAP2L
UBE2H,"ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)",ENSG00000186591,7328,7,Genetic Association,2,ASD core,2,UBE2H
UBE3A,ubiquitin protein ligase E3A,ENSG00000114062,7337,15,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,ASD core,43,UBE3A
UBE3C,Ubiquitin protein ligase E3C,ENSG00000009335,9690,7,"Rare Single Gene Mutation, Syndromic",2,ASD core,6,UBE3C
UBN2,ubinuclein 2,ENSG00000157741,254048,7,Rare Single Gene Mutation,2,ASD core,5,UBN2
UBR1,ubiquitin protein ligase E3 component n-recognin 1,ENSG00000159459,197131,15,Rare Single Gene Mutation,1,ASD core,2,UBR1
UBR5,ubiquitin protein ligase E3 component n-recognin 5,ENSG00000104517,51366,8,Rare Single Gene Mutation,2,ASD core,11,UBR5
UIMC1,ubiquitin interaction motif containing 1,ENSG00000087206,51720,5,Rare Single Gene Mutation,2,ASD core,6,UIMC1
UNC13A,unc-13 homolog A,ENSG00000130477,23025,19,"Rare Single Gene Mutation, Syndromic",2,ASD core,10,UNC13A
UNC5D,unc-5 netrin receptor D,ENSG00000156687,137970,8,Rare Single Gene Mutation,3,ASD associated,5,UNC5D
UNC79,"unc-79 homolog, NALCN channel complex subunit",ENSG00000133958,57578,14,"Rare Single Gene Mutation, Functional",2,ASD core,9,UNC79
UNC80,"unc-80 homolog, NALCN activator",ENSG00000144406,285175,2,Rare Single Gene Mutation,2,ASD core,12,UNC80
UPF2,"UPF2, regulator of nonsense mediated mRNA decay",ENSG00000151461,26019,10,"Rare Single Gene Mutation, Functional",2,ASD core,10,UPF2
UPF3B,"UPF3B, regulator of nonsense mediated mRNA decay",ENSG00000125351,65109,X,"Rare Single Gene Mutation, Syndromic",1,ASD core,17,UPF3B
USH2A,usherin,ENSG00000042781,7399,1,Rare Single Gene Mutation,2,ASD core,10,USH2A
USP15,ubiquitin specific peptidase 15,ENSG00000135655,9958,12,Rare Single Gene Mutation,2,ASD core,4,USP15
USP30,ubiquitin specific peptidase 30,ENSG00000135093,84749,12,Rare Single Gene Mutation,3,ASD associated,3,USP30
USP45,Ubiquitin specific peptidase 45,ENSG00000123552,85015,6,Rare Single Gene Mutation,2,ASD core,6,USP45
USP7,Ubiquitin specific peptidase 7 (herpes virus-associated),ENSG00000187555,7874,16,"Rare Single Gene Mutation, Syndromic, Functional",2,ASD core,12,USP7
USP9X,ubiquitin specific peptidase 9 X-linked,ENSG00000124486,8239,X,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,15,USP9X
USP9Y,"ubiquitin specific peptidase 9, Y-linked",ENSG00000114374,8287,Y,"Rare Single Gene Mutation, Genetic Association",2,ASD core,2,USP9Y
VAMP2,vesicle associated membrane protein 2,ENSG00000220205,6844,17,"Rare Single Gene Mutation, Syndromic",S,ASD associated,4,VAMP2
VEZF1,vascular endothelial zinc finger 1,ENSG00000136451,7716,17,Rare Single Gene Mutation,1,ASD core,3,VEZF1
VIL1,Villin 1,ENSG00000127831,7429,2,Rare Single Gene Mutation,2,ASD core,4,VIL1
VPS13B,vacuolar protein sorting 13 homolog B (yeast),ENSG00000132549,157680,8,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,ASD core,29,VPS13B
VPS54,VPS54subunit of GARP complex,ENSG00000143952,51542,2,Rare Single Gene Mutation,3,ASD associated,3,VPS54
VSIG4,V-set and immunoglobulin domain containing 4,ENSG00000155659,11326,X,Rare Single Gene Mutation,2,ASD core,3,VSIG4
VWA7,von Willebrand factor A domain containing 7,ENSG00000204396,80737,6,Rare Single Gene Mutation,3,ASD associated,3,VWA7
WAC,WW domain containing adaptor with coiled-coil,ENSG00000095787,51322,10,"Rare Single Gene Mutation, Syndromic",1,ASD core,29,WAC
WASF1,WAS protein family member 1,ENSG00000112290,8936,6,"Rare Single Gene Mutation, Syndromic",S,ASD associated,4,WASF1
WDFY3,WD repeat and FYVE domain containing 3,ENSG00000163625,23001,4,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,24,WDFY3
WDFY4,WDFY family member 4,ENSG00000128815,57705,10,Rare Single Gene Mutation,2,ASD core,11,WDFY4
WDR26,WD repeat domain 26,ENSG00000162923,80232,1,"Rare Single Gene Mutation, Syndromic",S,ASD associated,9,WDR26
WDR5,WD repeat domain 5,ENSG00000196363,11091,9,"Rare Single Gene Mutation, Syndromic",S,ASD associated,3,WDR5
WNK3,WNK lysine deficient protein kinase 3,ENSG00000196632,65267,X,Rare Single Gene Mutation,2,ASD core,6,WNK3
WNT1,"Wingless-type MMTV integration site family, member 1",ENSG00000125084,7471,12,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,ASD core,6,WNT1
WWOX,WW domain containing oxidoreductase,ENSG00000186153,51741,16,"Rare Single Gene Mutation, Syndromic",2,ASD core,13,WWOX
WWP1,WW domain containing E3 ubiquitin protein ligase 1,ENSG00000123124,11059,8,Rare Single Gene Mutation,3,ASD associated,2,WWP1
XPC,"xeroderma pigmentosum, complementation group C",ENSG00000154767,7508,3,"Rare Single Gene Mutation, Syndromic",S,ASD associated,12,XPC
XPO1,exportin 1,ENSG00000082898,7514,2,"Rare Single Gene Mutation, Genetic Association",2,ASD core,8,XPO1
XRCC6,X-ray repair cross complementing 6,ENSG00000196419,2547,22,Rare Single Gene Mutation,3,ASD associated,2,XRCC6
YEATS2,YEATS domain containing 2,ENSG00000163872,55689,3,"Rare Single Gene Mutation, Genetic Association",2,ASD core,4,YEATS2
YTHDC2,YTH domain containing 2,ENSG00000047188,64848,5,"Rare Single Gene Mutation, Genetic Association",2,ASD core,7,YTHDC2
YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,ENSG00000108953,7531,17,Rare Single Gene Mutation,2,ASD core,5,YWHAE
YWHAG,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,ENSG00000170027,7532,7,"Rare Single Gene Mutation, Syndromic",3,ASD associated,11,YWHAG
YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,ENSG00000164924,7534,8,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",3,ASD associated,16,YWHAZ
YY1,YY1transcription factor,ENSG00000100811,7528,14,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,9,YY1
ZBTB16,Zinc finger and BTB domain containing 16,ENSG00000109906,7704,11,"Rare Single Gene Mutation, Genetic Association, Functional",2,ASD core,3,ZBTB16
VASH1,vasohibin 1,ENSG00000071246,22846,14,Genetic Association,2,ASD core,4,VASH1
VDR,vitamin D receptor,ENSG00000111424,7421,12,"Genetic Association, Functional",2,ASD core,10,VDR
ZBTB18,zinc finger and BTB domain containing 18,ENSG00000179456,10472,1,"Rare Single Gene Mutation, Syndromic",S,ASD associated,12,ZBTB18
ZBTB20,Zinc finger and BTB domain containing 20,ENSG00000181722,26137,3,"Rare Single Gene Mutation, Syndromic",1,ASD core,29,ZBTB20
ZBTB21,zinc finger and BTB domain containing 21,ENSG00000173276,49854,21,Rare Single Gene Mutation,1,ASD core,4,ZBTB21
ZBTB7A,zinc finger and BTB domain containing 7A,ENSG00000178951,51341,19,"Rare Single Gene Mutation, Syndromic",S,ASD associated,2,ZBTB7A
ZC3H11A,zinc finger CCCH-type containing 11A,ENSG00000058673,9877,1,Rare Single Gene Mutation,2,ASD core,4,ZC3H11A
ZC3H4,zinc finger CCCH-type containing 4,ENSG00000130749,23211,19,Rare Single Gene Mutation,2,ASD core,6,ZC3H4
ZFYVE26,zinc finger FYVE-type containing 26,ENSG00000072121,23503,14,Rare Single Gene Mutation,2,ASD core,7,ZFYVE26
ZMIZ1,zinc finger MIZ-type containing 1,ENSG00000108175,57178,10,"Rare Single Gene Mutation, Syndromic",2,ASD core,10,ZMIZ1
ZMYM2,zinc finger MYM-type containing 2,ENSG00000121741,7750,13,"Rare Single Gene Mutation, Syndromic",2,ASD core,10,ZMYM2
ZMYM3,zinc finger MYM-type containing 3,ENSG00000147130,9203,X,"Rare Single Gene Mutation, Syndromic, Genetic Association",S,ASD associated,8,ZMYM3
ZMYND11,"Zinc finger, MYND-type containing 11",ENSG00000015171,10771,10,"Rare Single Gene Mutation, Syndromic",2,ASD core,13,ZMYND11
ZMYND8,zinc finger MYND-type containing 8,ENSG00000101040,23613,20,"Rare Single Gene Mutation, Syndromic",1,ASD core,8,ZMYND8
ZNF18,zinc finger protein 18,ENSG00000154957,7566,17,Rare Single Gene Mutation,2,ASD core,2,ZNF18
ZNF292,zinc finger protein 292,ENSG00000188994,23036,6,"Rare Single Gene Mutation, Syndromic",1,ASD core,11,ZNF292
ZNF385B,Zinc finger protein 385B,ENSG00000144331,151126,2,"Rare Single Gene Mutation, Genetic Association",2,ASD core,3,ZNF385B
ZNF462,Zinc finger protein 462,ENSG00000148143,58499,9,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,12,ZNF462
ZNF517,Zinc finger protein 517,ENSG00000197363,340385,8,Rare Single Gene Mutation,2,ASD core,5,ZNF517
ZNF548,zinc finger protein 548,ENSG00000188785,147694,19,Rare Single Gene Mutation,2,ASD core,4,ZNF548
ZNF559,Zinc finger protein 559,ENSG00000188321,84527,19,Rare Single Gene Mutation,2,ASD core,9,ZNF559
ZNF626,zinc finger protein 626,ENSG00000188171,199777,19,Rare Single Gene Mutation,2,ASD core,4,ZNF626
ZNF711,zinc finger protein 711,ENSG00000147180,7552,X,Rare Single Gene Mutation,2,ASD core,5,ZNF711
ZNF713,Zinc finger protein 713,ENSG00000178665,349075,7,Rare Single Gene Mutation,2,ASD core,3,ZNF713
ZNF774,Zinc finger protein 774,ENSG00000196391,342132,15,Rare Single Gene Mutation,2,ASD core,4,ZNF774
ZNF804A,Zinc finger protein 804A,ENSG00000170396,91752,2,"Rare Single Gene Mutation, Genetic Association, Functional",2,ASD core,16,ZNF804A
ZNF827,Zinc finger protein 827,ENSG00000151612,152485,4,"Rare Single Gene Mutation, Genetic Association",2,ASD core,3,ZNF827
ZSWIM6,zinc finger SWIM-type containing 6,ENSG00000130449,57688,5,"Rare Single Gene Mutation, Syndromic, Genetic Association",S,ASD associated,6,ZSWIM6
ZWILCH,zwilchkinetochore protein,ENSG00000174442,55055,15,Rare Single Gene Mutation,2,ASD core,5,ZWILCH
